"WBIC","lakeChar_Area","lakeChar_Length","lakeChar_MaxDepth","lakeChar_MeanDepth","fishCommunity_Panfish","fishCommunity_Catfish","fishCommunity_Largemouth.Bass","fishCommunity_Musky","fishCommunity_Northern.Pike","fishCommunity_Rainbow.Smelt","fishCommunity_Smallmouth.Bass","fishCommunity_Sturgeon","fishCommunity_Trout","fishCommunity_Walleye","fishCommunity_Cisco","fishingPressure_Landlock","fishingPressure_publicaccess","fishingPressure_accessscore","fishingPressure_mroad_dist","fishingPressure_Road_dist","lakeOrder","riparian_Developed","riparian_Barren","riparian_Forest","riparian_Shrub.Scrub","riparian_Grassland","riparian_Pasture.hay","riparian_CultivatedCrops","riparian_Wetlands","waterQuality_Secchi_satellite","waterQuality_Secchi","waterQuality_Calcium","waterQuality_Conductance","waterQuality_Alkalinity","waterQuality_pH","waterQuality_totalP","waterQuality_Color","waterQuality_Dissolved.OC","waterQuality_MEI","watershed_HUC10","watershed_Developed","watershed_Barren","watershed_Forest","watershed_Shrub.Scrub","watershed_Grassland","watershed_Pasture.hay","watershed_Cultivated","watershed_Wetlands"
5584635,104337.0512,1592.153627,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.001898,82.742981,-3,0.491620112,0,0.189944134,0.072625698,0,0,0,0.245810056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020401,0.171176453,0.002136437,0.142139474,0.004930887,0.005072192,0.144096644,0.455754881,0.074693032
5584658,12936.26774,1032.663251,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.68204,617.966999,-3,0,0,0.128205128,0,0.006410256,0,0,0.865384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000512,0.042509951,0.001276309,0.410732622,0.009736061,0.012799814,0.0918682,0.319846904,0.111230138
5584660,12426.21168,464.155266,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1076.681067,488.497504,-2,0,0,0.165048544,0,0,0,0.281553398,0.553398058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584665,29621.22275,2100.188388,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.40059,811.844168,1,0,0,0.192857143,0,0,0,0,0.807142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584670,25331.14816,1201.292349,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.23309,664.488672,3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000512,0.042509951,0.001276309,0.410732622,0.009736061,0.012799814,0.0918682,0.319846904,0.111230138
5584676,18666.8372,1534.184431,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,520.848512,345.599165,-3,0,0,0.132183908,0,0.114942529,0,0.063218391,0.689655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000512,0.042509951,0.001276309,0.410732622,0.009736061,0.012799814,0.0918682,0.319846904,0.111230138
5584687,23346.70518,2373.40696,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,597.287291,475.105417,-3,0,0,0.253846154,0,0.011538462,0,0.003846154,0.730769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000512,0.042509951,0.001276309,0.410732622,0.009736061,0.012799814,0.0918682,0.319846904,0.111230138
5584688,24451.58791,1125.133238,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,796.501388,509.552944,-2,0,0,0.038167939,0,0,0,0.236641221,0.72519084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584689,31036.26616,1216.348505,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.914592,865.956552,-3,0,0,0.820512821,0,0,0,0.025641026,0.153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000705,0.037229319,0,0.650100948,0.029738906,0.026100788,0.00840137,0.187523024,0.060905646
5584700,21131.93734,943.223174,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,524.784737,494.748183,-2,0,0,0,0,0,0,0.354330709,0.645669291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584701,24395.21675,1237.790583,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,166.786331,76.87849,5,0,0,0.192307692,0.032051282,0.08974359,0,0.032051282,0.653846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584702,10974.76204,887.61206,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,883.592357,311.242379,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584708,12544.07545,504.74152,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693.18381,663.465445,1,0,0,0.377358491,0,0.122641509,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000708,0.053203568,1.94e-05,0.464705929,0.026751483,0.054902754,0.019352054,0.359760792,0.021303979
5584749,12340.53495,1471.111231,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.536758,23.587532,5,0.178217822,0,0.133663366,0.074257426,0,0,0.079207921,0.534653465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584783,11491.83432,588.005061,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,263.835932,264.320843,-3,0,0,0.27,0,0,0,0,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020209,0.059338609,0.000357076,0.216950462,0.004919125,0.008820316,0.110768247,0.282775069,0.316071096
5584821,34433.76412,2737.642589,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.269492,37.857059,5,0.228486647,0,0.272997033,0,0,0.002967359,0,0.495548961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020214,0.101674891,0.005134921,0.092019168,0.003800631,0.005097926,0.160188823,0.43212014,0.199963498
5584831,12784.334,450.251828,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,592.119638,117.975037,-1,0,0,0.130952381,0,0,0.678571429,0.154761905,0.035714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020214,0.101674891,0.005134921,0.092019168,0.003800631,0.005097926,0.160188823,0.43212014,0.199963498
5584869,16934.3283,1075.492298,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1457.663314,1459.65694,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584874,19798.53401,1854.939123,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167.521315,0,-3,0.056122449,0,0.153061224,0,0.056122449,0.612244898,0.12244898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000307,0.119811035,0.000100349,0.430518863,0.007120926,0.092633797,0.027049872,0.211034155,0.111731003
5584876,10367.92372,909.498942,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1614.182998,1616.357546,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584899,32132.56127,772.309528,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2331.546433,2333.741722,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584905,48822.10224,2327.619699,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,681.423971,683.276277,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584908,29063.3355,1950.587297,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,974.085057,976.294097,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584923,19703.99681,665.392376,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2213.634305,2215.842026,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584931,10276.60872,954.476302,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.811059,895.121061,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584938,13719.56165,457.214468,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,349.168491,350.940502,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584940,18228.58684,1073.922958,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253.650205,255.084402,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584949,34400.44396,1597.989903,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.848654,1387.003689,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584955,19229.9695,1179.844857,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185.435988,187.163452,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584957,12124.72162,571.168072,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4077.801568,64.659354,1,0.035714286,0,0.526785714,0,0,0,0.375,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5584958,11214.60005,435.386284,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,639.737112,298.489648,1,0.081395349,0,0.244186047,0,0.034883721,0,0.348837209,0.290697674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000307,0.119811035,0.000100349,0.430518863,0.007120926,0.092633797,0.027049872,0.211034155,0.111731003
5584961,121841.1159,3321.606156,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.209359606,0,0.110837438,0,0.022167488,0.012315271,0.145320197,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5584963,18179.37878,849.127147,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,476.099055,478.075177,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584967,10150.17501,1111.064684,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,805.568246,806.729679,8,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
5584969,30274.71025,1309.360353,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1735.59216,179.279996,-3,0,0,0.822580645,0.016129032,0,0,0.153225806,0.008064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5584981,26704.80347,1501.221612,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1172.932951,75.193823,-2,0.012987013,0,0.350649351,0,0,0,0,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5584982,14302.98717,765.089561,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4508.862451,0,-3,0.027027027,0,0,0,0,0,0.972972973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000310,0.047354023,1.82e-05,0.360273255,0.005401807,0.011436553,0.083551588,0.433483202,0.058481383
5584984,46908.3931,2679.142151,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1448.483014,264.981214,-2,0,0,0.168789809,0,0,0,0,0.831210191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5584991,15779.98186,844.573793,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3939.749508,23.865984,-2,0.077669903,0,0.233009709,0.029126214,0,0,0.660194175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000310,0.047354023,1.82e-05,0.360273255,0.005401807,0.011436553,0.083551588,0.433483202,0.058481383
5584993,39253.39491,1027.315589,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3661.464847,33.645787,-2,0,0,0.252336449,0,0.102803738,0,0.644859813,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000310,0.047354023,1.82e-05,0.360273255,0.005401807,0.011436553,0.083551588,0.433483202,0.058481383
5585001,655440.8512,9078.141465,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231.729418,0,1,0.076347305,0,0.075598802,0,0.01497006,0.014221557,0.098802395,0.72005988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585005,373567.6372,7955.830751,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835.768185,0,1,0.053278689,0,0.178961749,0.032786885,0.009562842,0.004098361,0.721311475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000310,0.047354023,1.82e-05,0.360273255,0.005401807,0.011436553,0.083551588,0.433483202,0.058481383
5585013,121257.3127,1441.332604,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831.137789,1.664747,-2,0.066350711,0,0.014218009,0,0,0,0.184834123,0.734597156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585021,55699.32606,2200.105549,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249.008906,0,0,0.273972603,0,0.301369863,0,0,0,0,0.424657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585025,10380.16702,456.309134,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.633585,19.475491,0,0.164948454,0,0.12371134,0,0.12371134,0,0,0.587628866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000707,0.040117353,0.00019668,0.580890307,0.072670702,0.092977961,0.001619882,0.026027382,0.185499732
5585034,26928.8489,1074.921591,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.018898,75.133877,-2,0.13740458,0,0,0,0,0,0,0.86259542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000302,0.041198434,7.42e-05,0.473479035,0.011524487,0.004379867,0.146148707,0.289205625,0.033989611
5585046,10714.70085,873.812255,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.101843,91.283116,1,0.115789474,0,0.010526316,0,0,0,0,0.873684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000302,0.041198434,7.42e-05,0.473479035,0.011524487,0.004379867,0.146148707,0.289205625,0.033989611
5585053,30090.6421,1034.204067,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,595.818945,22.053397,5,0.230769231,0,0.317307692,0,0,0.057692308,0,0.394230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000302,0.041198434,7.42e-05,0.473479035,0.011524487,0.004379867,0.146148707,0.289205625,0.033989611
5585054,146640.1922,7554.550671,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.022113,90.307537,3,0.021875,0,0,0,0,0,0,0.978125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000302,0.041198434,7.42e-05,0.473479035,0.011524487,0.004379867,0.146148707,0.289205625,0.033989611
5585058,44597.21335,1025.545554,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.499859,166.542705,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000302,0.041198434,7.42e-05,0.473479035,0.011524487,0.004379867,0.146148707,0.289205625,0.033989611
5585064,11159.20676,982.270512,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2153.717876,63.889616,-3,0.051282051,0,0.615384615,0.006410256,0.076923077,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585074,148799.914,1780.846555,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328.128675,23.303188,-2,0.027638191,0,0.067839196,0,0,0,0.871859296,0.032663317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585084,1643013.857,30363.45684,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0.419487179,0,0.121025641,0.018461538,0.037948718,0.011282051,0.037948718,0.353846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5585099,299870.6311,2542.250172,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349.68179,5.117275,-2,0.064412238,0,0,0,0,0,0.917874396,0.017713366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585100,49335.17927,954.699709,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1257.544213,26.506948,-2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585102,23710.73387,630.763782,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.173818,29.122664,-2,0.063492063,0,0.396825397,0,0,0,0.53968254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585103,52915.32447,1129.963404,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1204.079784,10.538123,-2,0.15942029,0,0,0,0,0,0.84057971,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585112,37662.82986,895.49792,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,924.994963,15.826791,-2,0.213483146,0,0.258426966,0,0,0,0.528089888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585125,169331.8413,1908.031384,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1311.854645,20.470163,-2,0.141630901,0,0,0,0,0,0.081545064,0.776824034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585126,217651.0182,1887.648165,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1147.145374,0,-2,0.151515152,0,0.095959596,0,0,0,0.095959596,0.656565657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585127,254903.1213,2444.416213,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119.850864,16.187558,-2,0,0,0.021834061,0,0,0,0.855895197,0.122270742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585141,175113.0515,1886.824387,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.439071,46.94143,-2,0.01369863,0,0.068493151,0,0,0,0.808219178,0.109589041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585144,438341.0923,4776.377891,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.523961,11.26094,-2,0.075471698,0,0.150943396,0,0,0,0.367924528,0.405660377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585146,13962.71365,2131.568956,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.111,5.564565,-2,0.14556962,0,0.101265823,0,0,0,0.196202532,0.556962025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585151,108176.0735,1889.016848,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,758.033552,438.152632,-2,0,0,0,0,0,0,0.925925926,0.074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585155,60994.99197,1181.479758,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,418.337357,13.713972,-2,0.118181818,0,0,0,0,0,0.863636364,0.018181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585156,63912.88048,1121.512612,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,384.920405,252.985433,-2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585157,22223.44789,582.765802,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.859488,4.761821,-2,0.672413793,0,0.068965517,0,0,0,0.224137931,0.034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585158,65197.19274,1055.756861,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.594819,0,-2,0.21656051,0,0.038216561,0,0,0,0.27388535,0.47133758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585159,191449.5013,1781.506124,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,397.64377,394.81291,-2,0,0,0,0,0,0,0.153846154,0.846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585160,27170.39017,678.625631,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,413.168177,2.410387,-2,0.1875,0,0,0,0,0,0.8125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585161,16401.21684,1829.857345,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.769085,0,-3,0.162162162,0,0.006756757,0,0,0,0.641891892,0.189189189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585170,172209.1592,1962.227893,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.78544,7.347571,-2,0.049450549,0,0,0,0,0,0.950549451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585171,35970.88496,921.183109,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.370841,7.246461,-3,0.617283951,0,0.012345679,0,0,0,0.345679012,0.024691358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585173,214719.5656,2646.689013,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83104,15.338791,-2,0.075203252,0,0.026422764,0,0,0,0.884146341,0.014227642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585175,93203.18743,1773.43877,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.118148,4.807967,-2,0.047297297,0,0,0,0,0,0.952702703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585181,23138.17279,633.872128,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.446737,29.484434,-3,0.074074074,0,0,0,0,0,0.925925926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585191,47675.58251,1219.288202,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.102247,18.556705,-3,0.363636364,0,0.136363636,0,0,0,0.493506494,0.006493506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
